id,name,city,address,price_per_night,rating,phone,website
757,Ocean Hotel Mango,Phan Thiết,"275 Đồng Khởi, Phan Thiết",386019,3.0,0252-989-6980,www.ocean-hotel-mango.vn
758,Sunrise Rice Field Suites,Phan Thiết,"203 Nguyễn Huệ, Phan Thiết",342992,2.5,0252-503-4586,www.sunrise-rice-field-suites.com.vn
759,Central Mango Inn,Phan Thiết,"164 Đồng Khởi, Phan Thiết",550292,3.3,0252-923-8836,www.central-mango-inn.vn
760,Pearl Azure Hotel,Phan Thiết,"79 Trần Hưng Đạo, Phan Thiết",645750,4.6,098171861,www.pearl-azure-hotel.com
761,Garden Lodge Hue,Phan Thiết,"281 Lý Thường Kiệt, Phan Thiết",489107,3.5,0252-556-7412,www.garden-lodge-hue.com.vn
762,Majestic Mango Lodge,Phan Thiết,"281 Hùng Vương, Phan Thiết",433132,3.5,039705981,www.majestic-mango-lodge.com.vn
763,Horizon Phu Quoc Palace,Phan Thiết,"150 Lê Duẩn, Phan Thiết",663447,4.7,098521149,www.horizon-phu-quoc-palace.com.vn
764,Sky Phu Quoc Apartments,Phan Thiết,"87 Cách Mạng Tháng Tám, Phan Thiết",648190,4.8,091532922,www.sky-phu-quoc-apartments.vn
765,Horizon Monsoon Inn,Sóc Trăng,"126 Nguyễn Trãi, Sóc Trăng",250000,2.6,0299-904-3826,www.horizon-monsoon-inn.vn
766,City Resort Bamboo,Sóc Trăng,"141 Nguyễn Trãi, Sóc Trăng",344190,4.1,0299-319-2353,www.city-resort-bamboo.com
767,Garden House Nha Trang,Sóc Trăng,"294 Lý Thường Kiệt, Sóc Trăng",450057,5.0,039133967,www.garden-house-nha-trang.com.vn
768,Garden Apartments Mango,Sóc Trăng,"65 Ngô Quyền, Sóc Trăng",250000,2.7,095151323,www.garden-apartments-mango.com.vn
769,Emerald House Mekong Breeze,Sóc Trăng,"266 Trần Phú, Sóc Trăng",414302,4.6,038714399,www.emerald-house-mekong-breeze.vn
770,Riverside Hue Hotel,Sóc Trăng,"229 Khuê Văn Các, Sóc Trăng",339904,4.5,0299-411-3641,www.riverside-hue-hotel.com
771,Emerald Hanoi Resort,Sóc Trăng,"260 Nguyễn Huệ, Sóc Trăng",293794,3.2,0299-873-1001,www.emerald-hanoi-resort.com
772,Silver Sunset Lodge,Sóc Trăng,"228 Khuê Văn Các, Sóc Trăng",250000,2.8,0299-560-9818,www.silver-sunset-lodge.vn
773,Pearl Hotel Nha Trang,Sóc Trăng,"97 Đồng Khởi, Sóc Trăng",250000,2.9,0299-337-4539,www.pearl-hotel-nha-trang.vn
774,Mountain Monsoon Resort,Sóc Trăng,"131 Khuê Văn Các, Sóc Trăng",263714,3.2,0299-667-2364,www.mountain-monsoon-resort.com.vn
775,Metro Inn Seaside,Sóc Trăng,"37 Hùng Vương, Sóc Trăng",320658,4.1,098317097,www.metro-inn-seaside.vn
776,Horizon Inn Monsoon,Sóc Trăng,"162 Điện Biên Phủ, Sóc Trăng",442130,5.0,0299-818-5055,www.horizon-inn-monsoon.com
777,Golden Halong House,Sóc Trăng,"34 Cách Mạng Tháng Tám, Sóc Trăng",250000,3.3,082494698,www.golden-halong-house.com.vn
778,Grand Nha Trang Apartments,Sóc Trăng,"64 Nguyễn Huệ, Sóc Trăng",250000,2.9,0299-701-2565,www.grand-nha-trang-apartments.vn
779,Mountain Lodge Seaside,Sóc Trăng,"51 Lê Lợi, Sóc Trăng",366952,4.7,072856655,www.mountain-lodge-seaside.vn
780,Emerald Azure Palace,Sóc Trăng,"66 Ngô Quyền, Sóc Trăng",255073,3.1,092467206,www.emerald-azure-palace.vn
781,Golden Saigon River Suites,Sóc Trăng,"215 Hoàng Văn Thụ, Sóc Trăng",329043,4.3,076145699,www.golden-saigon-river-suites.com.vn
782,Metro Nha Trang Lodge,Sóc Trăng,"157 Trần Phú, Sóc Trăng",263275,3.5,0299-281-2256,www.metro-nha-trang-lodge.vn
783,Imperial Inn Rice Field,Sóc Trăng,"44 Đồng Khởi, Sóc Trăng",393514,4.4,0299-210-7946,www.imperial-inn-rice-field.vn
784,Palm Inn Mekong Breeze,Bến Tre,"264 Lê Duẩn, Bến Tre",430352,4.2,0275-327-7643,www.palm-inn-mekong-breeze.com
785,Lotus Saigon Apartments,Bến Tre,"177 Khuê Văn Các, Bến Tre",288689,3.1,037218350,www.lotus-saigon-apartments.com
786,Palm Inn Danang,Bến Tre,"69 Quang Trung, Bến Tre",413613,3.8,0275-588-3793,www.palm-inn-danang.com.vn
787,Riverside Nha Trang House,Bến Tre,"149 Nguyễn Huệ, Bến Tre",255398,3.2,0275-955-7449,www.riverside-nha-trang-house.com
788,Silver House Hanoi,Bến Tre,"250 Nguyễn Thị Minh Khai, Bến Tre",250000,2.6,0275-505-6798,www.silver-house-hanoi.com
789,Grand Hue Apartments,Bến Tre,"5 Quang Trung, Bến Tre",250000,2.8,0275-726-3518,www.grand-hue-apartments.com.vn
790,Riverside Hotel Phu Quoc,Bến Tre,"116 Lê Lợi, Bến Tre",323910,3.7,0275-386-9788,www.riverside-hotel-phu-quoc.com.vn
791,Riverside Palace Hue,Bến Tre,"182 Điện Biên Phủ, Bến Tre",347748,4.4,092134105,www.riverside-palace-hue.com.vn
792,Royal Monsoon Villa,Bến Tre,"83 Đồng Khởi, Bến Tre",472070,4.2,082217899,www.royal-monsoon-villa.com.vn
793,Emerald Phu Quoc Villa,Bến Tre,"257 Nguyễn Trãi, Bến Tre",454115,4.3,092122767,www.emerald-phu-quoc-villa.com
794,Sunrise Sunset Hotel,Bến Tre,"27 Bạch Đằng, Bến Tre",378952,4.2,035448867,www.sunrise-sunset-hotel.com.vn
795,Silver Monsoon Suites,Bến Tre,"79 Hoàng Văn Thụ, Bến Tre",366198,4.3,0275-317-5317,www.silver-monsoon-suites.vn
796,Imperial Apartments Da Lat,Bến Tre,"53 Lê Duẩn, Bến Tre",416169,4.3,0275-805-3436,www.imperial-apartments-da-lat.com
797,Riverside Hanoi Lodge,Bến Tre,"75 Hùng Vương, Bến Tre",342135,3.6,0275-252-7231,www.riverside-hanoi-lodge.com.vn
798,Palm Nha Trang Suites,Bến Tre,"219 Trần Hưng Đạo, Bến Tre",341478,3.7,082125411,www.palm-nha-trang-suites.com.vn
799,Golden Apartments Nha Trang,Bến Tre,"25 Trần Hưng Đạo, Bến Tre",250000,3.0,083175674,www.golden-apartments-nha-trang.com.vn
800,Golden Resort Monsoon,Bến Tre,"130 Phan Chu Trinh, Bến Tre",465862,4.9,0275-299-1223,www.golden-resort-monsoon.vn
801,Emerald Inn Lotus,Bến Tre,"186 Quang Trung, Bến Tre",442910,4.4,097655521,www.emerald-inn-lotus.com
802,Sky Halong Inn,Bến Tre,"62 Hoàng Văn Thụ, Bến Tre",250000,2.6,092978303,www.sky-halong-inn.com
803,Majestic Villa Mango,Bến Tre,"104 Lê Duẩn, Bến Tre",306253,3.8,0275-628-5137,www.majestic-villa-mango.vn
804,Mountain Palace Halong,Vĩnh Phúc,"35 Cách Mạng Tháng Tám, Vĩnh Phúc",343279,3.7,032705491,www.mountain-palace-halong.vn
805,Sunrise Rice Field Hotel,Vĩnh Phúc,"204 Hùng Vương, Vĩnh Phúc",344408,3.7,0211-276-3711,www.sunrise-rice-field-hotel.com.vn
806,Palm Azure Apartments,Vĩnh Phúc,"140 Hoàng Văn Thụ, Vĩnh Phúc",250000,3.0,0211-806-1145,www.palm-azure-apartments.vn
807,Central Sunset Lodge,Vĩnh Phúc,"113 Hai Bà Trưng, Vĩnh Phúc",252755,3.2,0211-429-1747,www.central-sunset-lodge.vn
808,Imperial Phu Quoc Lodge,Vĩnh Phúc,"139 Điện Biên Phủ, Vĩnh Phúc",386549,4.7,096472903,www.imperial-phu-quoc-lodge.com
809,Horizon Saigon River Villa,Vĩnh Phúc,"282 Trần Phú, Vĩnh Phúc",250000,3.2,084321938,www.horizon-saigon-river-villa.vn
810,Grand Suites Mekong,Vĩnh Phúc,"132 Phan Chu Trinh, Vĩnh Phúc",498399,4.9,038397258,www.grand-suites-mekong.vn
811,Golden House Da Lat,Vĩnh Phúc,"113 Nguyễn Thị Minh Khai, Vĩnh Phúc",257112,3.3,072598308,www.golden-house-da-lat.com
812,Metro Mekong Breeze Resort,Vĩnh Phúc,"93 Lê Duẩn, Vĩnh Phúc",366986,3.6,0211-783-9036,www.metro-mekong-breeze-resort.vn
813,Lotus Hotel Mango,Vĩnh Phúc,"91 Phan Chu Trinh, Vĩnh Phúc",472477,4.5,0211-346-2180,www.lotus-hotel-mango.com.vn
814,Imperial Azure Resort,Vĩnh Phúc,"71 Nguyễn Văn Cừ, Vĩnh Phúc",464586,4.3,074931339,www.imperial-azure-resort.com
815,Grand Hotel Phu Quoc,Vĩnh Phúc,"43 Bạch Đằng, Vĩnh Phúc",323515,3.2,0211-209-2742,www.grand-hotel-phu-quoc.vn
816,Ocean Resort Da Lat,Vĩnh Phúc,"246 Điện Biên Phủ, Vĩnh Phúc",492438,4.4,084398846,www.ocean-resort-da-lat.com
817,Imperial Mekong House,Vĩnh Phúc,"11 Nguyễn Huệ, Vĩnh Phúc",384966,4.6,0211-723-7804,www.imperial-mekong-house.com
818,Grand Hotel Nha Trang,Vĩnh Phúc,"198 Cách Mạng Tháng Tám, Vĩnh Phúc",253569,2.9,0211-900-7303,www.grand-hotel-nha-trang.vn
819,Riverside Halong Suites,Vĩnh Phúc,"145 Nguyễn Huệ, Vĩnh Phúc",315728,3.4,0211-286-1710,www.riverside-halong-suites.vn
820,Sunrise Sunset Villa,Vĩnh Phúc,"93 Hoàng Văn Thụ, Vĩnh Phúc",349473,4.2,087395702,www.sunrise-sunset-villa.com.vn
821,Riverside Mekong Breeze Villa,Vĩnh Phúc,"40 Lê Lợi, Vĩnh Phúc",501767,4.5,094273421,www.riverside-mekong-breeze-villa.com.vn
822,Central Palace Danang,Vĩnh Phúc,"296 Nguyễn Huệ, Vĩnh Phúc",355893,3.6,0211-530-3089,www.central-palace-danang.com
823,City Mekong Breeze Apartments,Vĩnh Phúc,"212 Lê Duẩn, Vĩnh Phúc",397671,4.0,0211-869-5028,www.city-mekong-breeze-apartments.com.vn
824,Metro Seaside House,Tuy Hòa,"273 Lê Duẩn, Tuy Hòa",316527,3.8,0257-932-7911,www.metro-seaside-house.vn
825,Sky Suites Danang,Tuy Hòa,"186 Bạch Đằng, Tuy Hòa",250000,2.5,0257-771-8764,www.sky-suites-danang.com
826,Riverside Saigon River Villa,Tuy Hòa,"151 Điện Biên Phủ, Tuy Hòa",383648,3.7,0257-631-4973,www.riverside-saigon-river-villa.com
827,Imperial Phu Quoc Resort,Tuy Hòa,"194 Điện Biên Phủ, Tuy Hòa",446865,4.3,0257-255-2736,www.imperial-phu-quoc-resort.vn
828,Sky Hue Hotel,Tuy Hòa,"188 Điện Biên Phủ, Tuy Hòa",250000,2.9,0257-626-3452,www.sky-hue-hotel.com
829,Garden House Mango,Tuy Hòa,"211 Lê Duẩn, Tuy Hòa",406925,4.3,033932822,www.garden-house-mango.com
830,Royal Hotel Hue,Tuy Hòa,"83 Nguyễn Văn Cừ, Tuy Hòa",250000,2.5,076675227,www.royal-hotel-hue.vn
831,Palm Nha Trang Apartments,Tuy Hòa,"140 Phan Chu Trinh, Tuy Hòa",495424,4.9,098604471,www.palm-nha-trang-apartments.com.vn
832,Lotus Azure Inn,Tuy Hòa,"40 Khuê Văn Các, Tuy Hòa",435697,4.5,0257-857-7637,www.lotus-azure-inn.com.vn
833,Lotus Saigon River Apartments,Tuy Hòa,"139 Hùng Vương, Tuy Hòa",250000,2.8,081284924,www.lotus-saigon-river-apartments.com.vn
834,Lotus Danang Suites,Tuy Hòa,"6 Hoàng Văn Thụ, Tuy Hòa",397248,4.4,0257-853-1530,www.lotus-danang-suites.com
835,Golden Rice Field Hotel,Tuy Hòa,"248 Ngô Quyền, Tuy Hòa",250000,2.6,034655626,www.golden-rice-field-hotel.com.vn
836,Palm Azure Villa,Tuy Hòa,"50 Điện Biên Phủ, Tuy Hòa",333574,3.3,0257-714-3460,www.palm-azure-villa.com
837,Sky Palace Rice Field,Tuy Hòa,"149 Đồng Khởi, Tuy Hòa",256032,2.9,0257-840-2528,www.sky-palace-rice-field.vn
838,Imperial Inn Hue,Tuy Hòa,"265 Nguyễn Văn Cừ, Tuy Hòa",524877,5.0,0257-987-6593,www.imperial-inn-hue.com.vn
839,Sunrise Saigon River Apartments,Tuy Hòa,"199 Đồng Khởi, Tuy Hòa",314698,3.1,096809151,www.sunrise-saigon-river-apartments.com
840,Grand Mango House,Tuy Hòa,"256 Trần Phú, Tuy Hòa",250000,2.7,091695589,www.grand-mango-house.vn
841,Mountain Danang Inn,Tuy Hòa,"133 Nguyễn Thị Minh Khai, Tuy Hòa",595868,5.0,077653301,www.mountain-danang-inn.com
842,Sky Saigon River Lodge,Tuy Hòa,"210 Nguyễn Trãi, Tuy Hòa",525681,4.6,0257-575-9396,www.sky-saigon-river-lodge.vn
843,Ocean Monsoon House,Tuy Hòa,"135 Nguyễn Thị Minh Khai, Tuy Hòa",553445,4.7,0257-859-1934,www.ocean-monsoon-house.vn
844,Imperial House Saigon,Ninh Bình,"54 Điện Biên Phủ, Ninh Bình",289327,3.2,0229-274-4654,www.imperial-house-saigon.com.vn
845,Central Villa Bamboo,Ninh Bình,"274 Nguyễn Thị Minh Khai, Ninh Bình",566867,4.8,0229-949-2775,www.central-villa-bamboo.com.vn
846,Metro Lotus Resort,Ninh Bình,"176 Trần Hưng Đạo, Ninh Bình",601642,5.0,072175560,www.metro-lotus-resort.com.vn
847,Royal Mekong Breeze Inn,Ninh Bình,"164 Hùng Vương, Ninh Bình",519963,3.9,039276922,www.royal-mekong-breeze-inn.com.vn
848,Garden Da Lat Hotel,Ninh Bình,"139 Cách Mạng Tháng Tám, Ninh Bình",278341,3.1,0229-480-7636,www.garden-da-lat-hotel.com
849,Silver Palace Monsoon,Ninh Bình,"110 Nguyễn Văn Cừ, Ninh Bình",439501,4.2,035386603,www.silver-palace-monsoon.com.vn
850,Lotus Monsoon Palace,Ninh Bình,"275 Lê Duẩn, Ninh Bình",421298,4.2,088097375,www.lotus-monsoon-palace.com
851,Emerald Suites Danang,Ninh Bình,"75 Ngô Quyền, Ninh Bình",412194,3.3,081143465,www.emerald-suites-danang.com.vn
852,Sunrise Lotus Resort,Ninh Bình,"135 Cách Mạng Tháng Tám, Ninh Bình",343313,3.8,0229-328-8361,www.sunrise-lotus-resort.vn
853,Sky Da Lat Suites,Ninh Bình,"280 Cách Mạng Tháng Tám, Ninh Bình",533848,4.4,0229-414-4131,www.sky-da-lat-suites.vn
854,Sky Villa Saigon River,Ninh Bình,"155 Lý Thường Kiệt, Ninh Bình",559884,4.7,077648471,www.sky-villa-saigon-river.com.vn
855,Metro Seaside Apartments,Ninh Bình,"172 Nguyễn Văn Cừ, Ninh Bình",250000,2.8,0229-381-3664,www.metro-seaside-apartments.vn
856,Metro Monsoon Lodge,Ninh Bình,"51 Hoàng Văn Thụ, Ninh Bình",675288,5.0,0229-865-1269,www.metro-monsoon-lodge.vn
857,Metro Seaside Resort,Ninh Bình,"258 Nguyễn Thị Minh Khai, Ninh Bình",372839,4.0,0229-630-4471,www.metro-seaside-resort.com
858,Central Halong Suites,Ninh Bình,"64 Lê Duẩn, Ninh Bình",403488,3.4,0229-860-7484,www.central-halong-suites.com
859,Mountain House Mango,Ninh Bình,"136 Lê Lợi, Ninh Bình",401106,3.3,091047792,www.mountain-house-mango.com
860,Grand Saigon River House,Ninh Bình,"163 Hoàng Văn Thụ, Ninh Bình",408589,3.3,096697412,www.grand-saigon-river-house.com
861,Lotus Hotel Rice Field,Ninh Bình,"66 Cách Mạng Tháng Tám, Ninh Bình",550573,4.8,074259475,www.lotus-hotel-rice-field.com
862,Metro Phu Quoc House,Ninh Bình,"296 Nguyễn Huệ, Ninh Bình",598354,4.5,089573605,www.metro-phu-quoc-house.com.vn
863,Pearl Saigon Apartments,Ninh Bình,"79 Lý Thường Kiệt, Ninh Bình",261050,2.6,036857265,www.pearl-saigon-apartments.com
864,Sunrise Villa Hue,Ninh Bình,"114 Bạch Đằng, Ninh Bình",337128,3.2,0229-998-7194,www.sunrise-villa-hue.com.vn
865,Royal Phu Quoc Hotel,Ninh Bình,"53 Ngô Quyền, Ninh Bình",316451,2.8,0229-345-5627,www.royal-phu-quoc-hotel.com.vn
866,Lotus Mekong Breeze Villa,Ninh Bình,"201 Hùng Vương, Ninh Bình",302791,2.8,0229-698-2250,www.lotus-mekong-breeze-villa.com
867,Metro Lotus Palace,Lạng Sơn,"93 Phan Chu Trinh, Lạng Sơn",287841,3.2,032206616,www.metro-lotus-palace.com.vn
868,Garden House Saigon,Lạng Sơn,"268 Phan Chu Trinh, Lạng Sơn",448216,4.4,0205-230-9781,www.garden-house-saigon.com
869,Palm Phu Quoc Suites,Lạng Sơn,"59 Quang Trung, Lạng Sơn",344374,4.7,0205-285-3073,www.palm-phu-quoc-suites.com.vn
870,Golden Danang Villa,Lạng Sơn,"151 Khuê Văn Các, Lạng Sơn",342223,3.7,0205-609-4163,www.golden-danang-villa.com.vn
871,Lotus Mekong Apartments,Lạng Sơn,"299 Nguyễn Huệ, Lạng Sơn",410141,4.5,0205-410-8992,www.lotus-mekong-apartments.com.vn
872,Central Mekong Villa,Lạng Sơn,"56 Hoàng Văn Thụ, Lạng Sơn",331038,4.0,0205-582-2052,www.central-mekong-villa.com.vn
873,Lotus House Mekong,Lạng Sơn,"210 Ngô Quyền, Lạng Sơn",280528,3.2,085071490,www.lotus-house-mekong.com
874,Lotus Apartments Hue,Lạng Sơn,"126 Quang Trung, Lạng Sơn",250000,2.7,0205-998-6151,www.lotus-apartments-hue.com
875,Grand Saigon Villa,Lạng Sơn,"239 Hùng Vương, Lạng Sơn",306505,3.9,0205-267-7317,www.grand-saigon-villa.com.vn
876,Lotus Da Lat Resort,Lạng Sơn,"143 Khuê Văn Các, Lạng Sơn",437840,4.3,036877909,www.lotus-da-lat-resort.vn
877,Metro Lotus Suites,Lạng Sơn,"26 Hùng Vương, Lạng Sơn",396696,4.5,072223033,www.metro-lotus-suites.com.vn
878,Lotus Apartments Nha Trang,Lạng Sơn,"11 Ngô Quyền, Lạng Sơn",263134,3.2,035725659,www.lotus-apartments-nha-trang.com
879,City Seaside House,Lạng Sơn,"173 Đồng Khởi, Lạng Sơn",293881,4.1,0205-625-5931,www.city-seaside-house.com.vn
880,Ocean Apartments Danang,Lạng Sơn,"161 Khuê Văn Các, Lạng Sơn",253350,3.7,0205-665-9082,www.ocean-apartments-danang.vn
881,Riverside Resort Saigon,Lạng Sơn,"25 Bạch Đằng, Lạng Sơn",352055,4.6,073313788,www.riverside-resort-saigon.com
882,Pearl Villa Seaside,Lạng Sơn,"27 Lý Thường Kiệt, Lạng Sơn",263990,3.1,0205-511-2229,www.pearl-villa-seaside.com.vn
883,Ocean Apartments Mekong,Lạng Sơn,"71 Phan Chu Trinh, Lạng Sơn",290939,4.0,0205-351-7771,www.ocean-apartments-mekong.vn
884,Central House Sunset,Lạng Sơn,"296 Bạch Đằng, Lạng Sơn",305025,3.7,0205-991-8908,www.central-house-sunset.com
885,Majestic Mango Resort,Lạng Sơn,"286 Quang Trung, Lạng Sơn",368174,4.6,098112278,www.majestic-mango-resort.com
886,Garden Saigon Suites,Cao Bằng,"198 Nguyễn Thị Minh Khai, Cao Bằng",250000,3.0,0206-804-9644,www.garden-saigon-suites.vn
887,Ocean Lodge Bamboo,Cao Bằng,"259 Điện Biên Phủ, Cao Bằng",250000,2.8,075639412,www.ocean-lodge-bamboo.com
888,City Mekong Apartments,Cao Bằng,"158 Phan Chu Trinh, Cao Bằng",455273,4.9,0206-672-2755,www.city-mekong-apartments.vn
889,Riverside Bamboo Inn,Cao Bằng,"15 Lê Lợi, Cao Bằng",309782,3.7,0206-321-2377,www.riverside-bamboo-inn.com.vn
890,Metro Azure House,Cao Bằng,"261 Cách Mạng Tháng Tám, Cao Bằng",254991,3.3,0206-250-7267,www.metro-azure-house.vn
891,Metro Da Lat Apartments,Cao Bằng,"142 Phan Chu Trinh, Cao Bằng",316747,3.8,0206-897-1817,www.metro-da-lat-apartments.vn
892,Imperial Suites Halong,Cao Bằng,"19 Đồng Khởi, Cao Bằng",296132,3.9,0206-482-4710,www.imperial-suites-halong.vn
893,City Halong Suites,Cao Bằng,"254 Lê Lợi, Cao Bằng",251486,3.0,0206-494-5718,www.city-halong-suites.vn
894,Grand Sunset Palace,Cao Bằng,"123 Hai Bà Trưng, Cao Bằng",250000,2.9,0206-540-8458,www.grand-sunset-palace.com
895,Grand Apartments Lotus,Cao Bằng,"91 Lý Thường Kiệt, Cao Bằng",506494,4.9,0206-978-1159,www.grand-apartments-lotus.vn
896,Mountain Hotel Mekong Breeze,Cao Bằng,"242 Bạch Đằng, Cao Bằng",250000,2.8,0206-497-4740,www.mountain-hotel-mekong-breeze.vn
897,Palm Phu Quoc Resort,Cao Bằng,"156 Nguyễn Huệ, Cao Bằng",372054,4.5,0206-559-9940,www.palm-phu-quoc-resort.com.vn
898,Garden Bamboo Hotel,Cao Bằng,"155 Quang Trung, Cao Bằng",430014,4.3,072155422,www.garden-bamboo-hotel.vn
899,Palm Hotel Phu Quoc,Cao Bằng,"113 Cách Mạng Tháng Tám, Cao Bằng",303547,4.1,0206-450-8056,www.palm-hotel-phu-quoc.com.vn
900,Pearl Suites Azure,Cao Bằng,"141 Nguyễn Huệ, Cao Bằng",448159,4.7,079979632,www.pearl-suites-azure.com
901,Golden Villa Lotus,Cao Bằng,"214 Nguyễn Trãi, Cao Bằng",404562,4.9,0206-793-9520,www.golden-villa-lotus.vn
902,Ocean Resort Monsoon,Cao Bằng,"291 Nguyễn Thị Minh Khai, Cao Bằng",491513,4.9,0206-208-9174,www.ocean-resort-monsoon.vn
903,Sunrise Phu Quoc House,Cao Bằng,"286 Hai Bà Trưng, Cao Bằng",335735,4.2,0206-501-1255,www.sunrise-phu-quoc-house.com.vn
904,Royal Rice Field Resort,Cao Bằng,"251 Đồng Khởi, Cao Bằng",253896,3.3,031515119,www.royal-rice-field-resort.com
905,Mountain House Seaside,Yên Bái,"45 Điện Biên Phủ, Yên Bái",323275,4.3,076992322,www.mountain-house-seaside.com.vn
906,Imperial Saigon River Suites,Yên Bái,"217 Nguyễn Trãi, Yên Bái",327149,3.5,087116091,www.imperial-saigon-river-suites.com
907,Sky Lotus Inn,Yên Bái,"129 Hùng Vương, Yên Bái",250000,2.8,0216-287-5871,www.sky-lotus-inn.vn
908,Horizon Hue Apartments,Yên Bái,"50 Cách Mạng Tháng Tám, Yên Bái",250000,2.8,0216-901-6858,www.horizon-hue-apartments.com.vn
909,Mountain Monsoon Apartments,Yên Bái,"15 Nguyễn Thị Minh Khai, Yên Bái",353177,4.8,038733303,www.mountain-monsoon-apartments.vn
910,Silver House Saigon River,Yên Bái,"279 Điện Biên Phủ, Yên Bái",479968,4.7,0216-602-3063,www.silver-house-saigon-river.com.vn
911,Grand Sunset Palace,Yên Bái,"44 Đồng Khởi, Yên Bái",250000,2.6,087082595,www.grand-sunset-palace.com.vn
912,Sky Lotus Hotel,Yên Bái,"300 Nguyễn Huệ, Yên Bái",395969,4.2,0216-409-9458,www.sky-lotus-hotel.com
913,Emerald Palace Phu Quoc,Yên Bái,"80 Bạch Đằng, Yên Bái",250000,3.3,039248945,www.emerald-palace-phu-quoc.vn
914,Pearl Saigon Inn,Yên Bái,"62 Hoàng Văn Thụ, Yên Bái",286942,3.8,0216-225-9287,www.pearl-saigon-inn.com.vn
915,City Halong Lodge,Yên Bái,"248 Nguyễn Trãi, Yên Bái",508942,5.0,089418194,www.city-halong-lodge.vn
916,Lotus Phu Quoc Hotel,Yên Bái,"73 Phan Chu Trinh, Yên Bái",420708,4.5,0216-959-9956,www.lotus-phu-quoc-hotel.com
917,Garden Mango Resort,Yên Bái,"253 Ngô Quyền, Yên Bái",250000,3.4,0216-309-8601,www.garden-mango-resort.com.vn
918,Metro Mango Palace,Yên Bái,"289 Nguyễn Huệ, Yên Bái",292198,3.5,0216-866-8282,www.metro-mango-palace.com
919,Mountain Palace Bamboo,Yên Bái,"5 Lê Lợi, Yên Bái",429018,5.0,094579602,www.mountain-palace-bamboo.com.vn
920,Palm Phu Quoc Villa,Yên Bái,"174 Ngô Quyền, Yên Bái",335125,3.6,0216-980-5963,www.palm-phu-quoc-villa.com.vn
921,Majestic Palace Azure,Yên Bái,"93 Lê Duẩn, Yên Bái",382406,3.9,082326309,www.majestic-palace-azure.vn
922,Sky Azure Resort,Yên Bái,"16 Đồng Khởi, Yên Bái",355235,4.6,0216-308-9182,www.sky-azure-resort.vn
923,Garden Nha Trang Suites,Yên Bái,"90 Nguyễn Huệ, Yên Bái",357694,4.3,031635103,www.garden-nha-trang-suites.com
924,Royal Resort Bamboo,Hòa Bình,"16 Quang Trung, Hòa Bình",401561,4.8,072364272,www.royal-resort-bamboo.com
925,Golden Mango Suites,Hòa Bình,"83 Hùng Vương, Hòa Bình",298044,3.6,036961397,www.golden-mango-suites.vn
926,Riverside Phu Quoc Hotel,Hòa Bình,"209 Quang Trung, Hòa Bình",374523,3.9,0218-898-9653,www.riverside-phu-quoc-hotel.com.vn
927,Pearl Palace Sunset,Hòa Bình,"183 Quang Trung, Hòa Bình",347807,4.0,0218-268-8190,www.pearl-palace-sunset.com.vn
928,Horizon Danang Resort,Hòa Bình,"265 Điện Biên Phủ, Hòa Bình",250000,3.2,0218-815-9856,www.horizon-danang-resort.com.vn
929,Grand Mango Lodge,Hòa Bình,"184 Nguyễn Trãi, Hòa Bình",250000,2.7,036474955,www.grand-mango-lodge.vn
930,Lotus Azure Hotel,Hòa Bình,"57 Khuê Văn Các, Hòa Bình",396825,4.0,031336538,www.lotus-azure-hotel.com.vn
931,Golden Hanoi Inn,Hòa Bình,"281 Hùng Vương, Hòa Bình",371136,4.5,033419086,www.golden-hanoi-inn.com
932,Sky Hotel Saigon River,Hòa Bình,"214 Trần Phú, Hòa Bình",354771,4.0,0218-764-8844,www.sky-hotel-saigon-river.com
933,Golden Resort Hanoi,Hòa Bình,"260 Lê Duẩn, Hòa Bình",250000,3.1,0218-433-1351,www.golden-resort-hanoi.com
934,Grand Suites Seaside,Hòa Bình,"195 Hoàng Văn Thụ, Hòa Bình",395770,4.2,0218-253-7342,www.grand-suites-seaside.com.vn
935,Sunrise Monsoon House,Hòa Bình,"60 Điện Biên Phủ, Hòa Bình",339447,3.6,084604172,www.sunrise-monsoon-house.com.vn
936,Metro Suites Nha Trang,Hòa Bình,"6 Trần Phú, Hòa Bình",260590,3.1,039211244,www.metro-suites-nha-trang.vn
937,Imperial Resort Hanoi,Hòa Bình,"225 Điện Biên Phủ, Hòa Bình",250000,3.0,0218-870-5001,www.imperial-resort-hanoi.com.vn
938,Sunrise Palace Halong,Hòa Bình,"40 Trần Phú, Hòa Bình",250000,3.1,0218-952-6848,www.sunrise-palace-halong.com
939,Central Villa Seaside,Hòa Bình,"126 Hai Bà Trưng, Hòa Bình",289401,3.8,031556679,www.central-villa-seaside.com.vn
940,Lotus Danang Suites,Hòa Bình,"267 Điện Biên Phủ, Hòa Bình",260085,3.1,0218-581-3325,www.lotus-danang-suites.com
941,Imperial Palace Halong,Hòa Bình,"256 Lý Thường Kiệt, Hòa Bình",372516,4.6,0218-507-2384,www.imperial-palace-halong.com
942,Golden Apartments Mekong Breeze,Hòa Bình,"196 Lý Thường Kiệt, Hòa Bình",250000,3.5,0218-388-8062,www.golden-apartments-mekong-breeze.vn
943,Royal Hotel Seaside,Quảng Ngãi,"14 Quang Trung, Quảng Ngãi",525216,4.8,0255-468-4547,www.royal-hotel-seaside.com
